"AC";"K";"Laundry";"Total";"Type";"Date"
9643,75754438417;1037,69445658379;751,857545882213;17082,5007601465;"Forecast";"2010-07-03"
10483,3491705795;2235,2714423801;1327,88755622179;21673,3428458188;"Forecast";"2010-07-04"
8326,08431096458;2422,21264574823;1962,76155804427;21299,7628309199;"Forecast";"2010-07-05"
8241,32283214523;763,825404125691;277,0275250624;14781,9673816665;"Forecast";"2010-07-06"
8520,02518018894;810,287336558191;1176,36237324109;16810,8362793645;"Forecast";"2010-07-07"
8321,29960622991;1180,72779163575;1548,66877749263;16822,4888471175;"Forecast";"2010-07-08"
7532,5455560728;699,766959004551;50,8297878452955;13815,2944400569;"Forecast";"2010-07-09"
8679,84605292797;838,92888725207;513,255982747079;15471,1562648962;"Forecast";"2010-07-10"
9540,27636021478;2043,94200892561;1081,78971599495;20077,7249691519;"Forecast";"2010-07-11"
7416,89657092728;2238,56185177564;1712,40737749408;19736,9703502171;"Forecast";"2010-07-12"
7378,08047194699;587,695628550439;25,6450555492524;13267,5752653919;"Forecast";"2010-07-13"
7713,46978838964;641,130453919913;927,085540449174;15358,3747004378;"Forecast";"2010-07-14"
7580,55799030766;1017,62806251661;1304,46043957079;15442,9889104895;"Forecast";"2010-07-15"
6864,87907734645;541,476725959724;-185,587746581883;12516,9162237697;"Forecast";"2010-07-16"
8090,45293559671;683,91622312863;287,050884093696;14258,9123637398;"Forecast";"2010-07-17"
9032,15308914775;1890,4490949149;867,868812485773;18953,3098797462;"Forecast";"2010-07-18"
6990,7628398593;2084,67252251076;1512,4554996736;18698,7028269465;"Forecast";"2010-07-19"
7032,37034746746;431,410221628074;-159,063996437657;12310,4573036746;"Forecast";"2010-07-20"
7444,38986708758;480,44585008744;758,471333533509;14474,2671690008;"Forecast";"2010-07-21"
7382,21139970864;850,620608727474;1152,37388978945;14620,9001686065;"Forecast";"2010-07-22"
6729,45226156518;366,38560245143;-321,117580646359;11743,3964334688;"Forecast";"2010-07-23"
8008,46032894946;499,224752747303;167,73056236312;13518,5427544029;"Forecast";"2010-07-24"
8992,73306913913;1694,96150037439;764,072858244356;18229,2730494473;"Forecast";"2010-07-25"
6982,01681520127;1877,5837163426;1423,20844362794;17973,4173736365;"Forecast";"2010-07-26"
7041,73552287257;212,366362706948;-234,972838339106;11566,2577589392;"Forecast";"2010-07-27"
7459,0351743582;249,593616903746;694,51539503477;13694,1084363388;"Forecast";"2010-07-28"
7389,44532593112;608,643417478887;1098,87482558359;13789,0645065705;"Forecast";"2010-07-29"
6717,13086493396;114,525331119059;-365,701520206077;10846,1805180579;"Forecast";"2010-07-30"
7965,38362524237;239,287911454992;130,538133778485;12544,9025267523;"Forecast";"2010-07-31"
8909,01820336449;1429,30920394632;732,82701967483;17171,4049106611;"Forecast";"2010-08-01"
6849,43699878309;1609,10525571203;1396,59820723629;16827,2558111962;"Forecast";"2010-08-02"
6854,01460363869;-55,5633741963055;-258,076413162039;10331,8716428771;"Forecast";"2010-08-03"
7212,08889077916;-13,9849356581344;674,01103049718;12375,9809517388;"Forecast";"2010-08-04"
7081,56174719112;353,573761111059;1080,3132469371;12396,2449186404;"Forecast";"2010-08-05"
6349,0841941577;-127,607518072636;-382,706958012633;9392,29960690508;"Forecast";"2010-08-06"
7540,47739838163;14,6941452103984;114,979436705562;11048,047477427;"Forecast";"2010-08-07"
8433,05589845683;1226,92682776322;718,878979158791;15653,8535869543;"Forecast";"2010-08-08"
6330,62012377453;1433,56633592578;1384,68301919149;15315,0745568039;"Forecast";"2010-08-09"
6302,77039690732;-199,780450675153;-267,303742697084;8854,38491684375;"Forecast";"2010-08-10"
6640,83178800274;-122,669155030529;668,324505495663;10965,1250910524;"Forecast";"2010-08-11"
6504,39468282201;284,255064622297;1079,17550227198;11085,8220086038;"Forecast";"2010-08-12"
5781,44755996402;-154,211673704172;-378,182226963456;8217,15071484353;"Forecast";"2010-08-13"
6998,75502415078;33,5731347136368;126,332213404652;10043,1672652752;"Forecast";"2010-08-14"
7934,14870527663;1293,39160355435;738,220893303752;14853,4704725211;"Forecast";"2010-08-15"
5891,49909026329;1548,98167498814;1413,11394545111;14751,7220717161;"Forecast";"2010-08-16"
5940,02114303621;-34,8437756746249;-228,800128361559;8557,9906558585;"Forecast";"2010-08-17"
6370,20339908185;91,5269775573337;717,717154661396;10962,1436322946;"Forecast";"2010-08-22"
6340,36535660137;546,596273632548;1140,06089657015;11398,4373954947;"Forecast";"2010-08-23"
5736,81926213032;154,30750139545;-305,450714677621;8862,57254175714;"Forecast";"2010-08-24"
7084,28859101343;385,470167538363;210,98431601957;11033,0421344147;"Forecast";"2010-08-25"
8158,24975691751;1685,07289556248;834,570959261017;16193,4276468092;"Forecast";"2010-08-26"
6259,96374204821;1976,11872777193;1520,63528997943;16441,0686140769;"Forecast";"2010-08-27"
6455,84886592936;422,762117771908;-110,933473516358;10589,5673151214;"Forecast";"2010-08-28"
7033,48252555795;574,049067716399;844,820462505729;13322,3483211566;"Forecast";"2010-08-29"
7148,23471104201;1048,02300822585;1275,03759948675;14067,4184302351;"Forecast";"2010-08-30"
6683,5072695265;668,286868709795;-164,179627088277;11814,5890097704;"Forecast";"2010-08-31"
8161,22904596646;905,436974492128;356,803509004032;14236,9839621541;"Forecast";"2010-09-01"
9354,27127850036;2204,38182216881;983,081345835661;19613,4832972134;"Forecast";"2010-09-02"
7561,54786055323;2488,17993507152;1669,93231717543;20037,5239853404;"Forecast";"2010-09-03"
7847,44974528837;921,176099768686;37,2652880383794;14319,7154723779;"Forecast";"2010-09-04"
8497,89957586759;1052,7374376378;990,125027392642;17141,4862878462;"Forecast";"2010-09-05"
8667,02784065092;1501,35199611267;1415,80999872468;17929,9045023796;"Forecast";"2010-09-06"
8237,44330903667;1091,18047909548;-29,3531883422323;15674,932021194;"Forecast";"2010-09-07"
9730,74698360781;1293,47700553622;484,555399126615;18050,9346895184;"Forecast";"2010-09-08"
10919,9534040657;2553,89227477928;1102,9688614868;23339,097795358;"Forecast";"2010-09-09"
9104,58374040676;2796,29373387026;1781,54836039239;23636,1691074033;"Forecast";"2010-09-10"
9350,08014984835;1185,88249692701;140,618008334745;17756,9881510161;"Forecast";"2010-09-11"
9943,82804907375;1272,9089639198;1085,65736201274;20388,0203057277;"Forecast";"2010-09-12"
10041,7885228796;1676,75034796148;1504,40507964242;20962,0414088949;"Forecast";"2010-09-13"
9528,71487529914;1222,44127213325;53,6185105299745;18475,2364814423;"Forecast";"2010-09-14"
10928,6041026925;1382,07386935458;563,623739856205;20608,5387850313;"Forecast";"2010-09-15"
12017,0489177407;2602,08129652215;1180,22050813889;25649,8635174121;"Forecast";"2010-09-16"
10096,256754168;2807,03976481811;1859,38287125234;25702,6633627796;"Forecast";"2010-09-17"
10234,3873607273;1162,76930330437;221,681020160851;19588,2698939382;"Forecast";"2010-09-18"
10721,4978508357;1220,03561818855;1172,76231721707;21999,2447692349;"Forecast";"2010-09-19"
10716,0996604809;1598,61660834518;1600,44551865948;22373,8916791258;"Forecast";"2010-09-20"
10105,3036045729;1123,82497701846;161,473308951511;19713,1976885739;"Forecast";"2010-09-21"
11415,2058842655;1267,90357166831;686,057962972785;21702,0348267064;"Forecast";"2010-09-22"
12423,1825762132;2477,30747594014;1319,7847738799;26631,2803476075;"Forecast";"2010-09-23"
10432,8607084848;2676,50797970477;2018,31424849221;26606,2863479229;"Forecast";"2010-09-24"
10513,4189309271;1031,09857890259;401,808536778344;20449,1654525625;"Forecast";"2010-09-25"
10955,5077278125;1091,50521446402;1375,42010812854;22852,1183858887;"Forecast";"2010-09-28"
10917,7943573462;1477,06407433221;1826,39650791793;23251,9553563438;"Forecast";"2010-09-29"
10287,1090677432;1012,55808477333;410,84609396071;20647,0799351439;"Forecast";"2010-09-30"
11588,8454183464;1169,62834048064;958,29925789976;22718,7653662011;"Forecast";"2010-10-01"
12599,2818279974;2394,07405681145;1613,62938132878;27753,3798856966;"Forecast";"2010-10-02"
10620,5916730089;2609,67568285472;2331,77407280152;27850,9890029479;"Forecast";"2010-10-03"
10720,1938074379;981,320806845484;732,18164185207;21827,7979027459;"Forecast";"2010-10-04"
11186,7319976611;1058,73452354952;1719,32027068564;24369,6555096984;"Forecast";"2010-10-05"
11176,6867202749;1460,57704365782;2179,80313943349;24906,7672576113;"Forecast";"2010-10-06"
10574,5939070421;1010,99913734029;769,173817337669;22430,8798831433;"Forecast";"2010-10-07"
11903,5213252346;1181,07115207573;1316,48584534492;24616,7624931315;"Forecast";"2010-10-08"
12937,4674628277;2416,09871684853;1966,24020447873;29744,6346276251;"Forecast";"2010-10-09"
10976,447940325;2639,45935123726;2673,12070198195;29908,9634119597;"Forecast";"2010-10-10"
11085,9190404036;1015,73925279818;1056,45177333712;23921,0872631418;"Forecast";"2010-10-11"
11552,8246512026;1094,4716461538;2020,71577367603;26462,8823246488;"Forecast";"2010-10-12"
11532,2680254669;1494,23926693163;2452,68271010249;26961,6137891427;"Forecast";"2010-10-13"
10907,7811023249;1039,2314506522;1008,19651605936;24407,231171908;"Forecast";"2010-10-14"
12201,8405068529;1200,67153260527;1516,75168252679;26473,9282811667;"Forecast";"2010-10-15"
13188,2938348073;2424,1277253752;2123,42393514211;31442,6159639614;"Forecast";"2010-10-16"
11167,4603311979;2633,34183410359;2783,59509110772;31409,728019925;"Forecast";"2010-10-17"
11205,555018307;993,355307439335;1117,39680194936;25189,8170470384;"Forecast";"2010-10-18"
11590,7224281211;1054,23430872819;2030,21056525101;27469,1567201313;"Forecast";"2010-10-19"
11479,681601805;1435,15675009376;2409,77736111348;27680,4940172961;"Forecast";"2010-10-20"
10757,9557590777;960,952187021032;912,96150325018;24820,2128117969;"Forecast";"2010-10-21"
11950,3367878146;1103,51075339988;1370,30308028106;26569,7328726052;"Forecast";"2010-10-22"
12833,2495477038;2309,07481095838;1927,92329468559;31217,7965070358;"Forecast";"2010-10-23"
10709,7817965012;2502,04819988703;2542,22349228828;30869,0681404429;"Forecast";"2010-10-24"
10649,030760427;848,103120555733;834,303270699108;24346,5091171585;"Forecast";"2010-10-25"
10942,0546809418;897,88685347567;1710,43573644087;26344,7502107754;"Forecast";"2010-10-26"
10748,4333276211;1271,09175939127;2059,15393867532;26304,6116500636;"Forecast";"2010-10-27"
9956,41329102336;792,97991940804;537,993708135176;23230,0384991094;"Forecast";"2010-10-28"
11093,2906323367;935,77900817433;978,027864323945;24809,2818078164;"Forecast";"2010-10-29"
11937,6982560438;2145,9634267009;1525,75661749448;29336,9839119786;"Forecast";"2010-10-30"
9794,56606441433;2348,05586472658;2137,79539447756;28922,5989244706;"Forecast";"2010-10-31"
9734,40697859664;707,72952842672;435,285816612238;22392,6158844176;"Forecast";"2010-11-01"
10049,2189747143;775,513364204831;1324,36813318217;24443,8115240514;"Forecast";"2010-11-02"
9899,00864080812;1170,86375867598;1693,26925821833;24517,6860899489;"Forecast";"2010-11-03"
9171,91323971859;718,694026741351;199,051641003912;21617,3527392589;"Forecast";"2010-11-04"
10394,5746458688;890,778148421829;672,157816057667;23428,7125802187;"Forecast";"2010-11-05"
11344,4329087951;2133,04256812715;1258,31522500102;28242,5743074097;"Forecast";"2010-11-06"
9324,70747139063;2369,38093889006;1913,24219364735;28163,1489391504;"Forecast";"2010-11-07"
9403,71867767983;764,771693688256;257,080344288943;22010,3854926589;"Forecast";"2010-11-08"
9870,83886065371;869,000364503867;1194,89120699266;24473,3718663978;"Forecast";"2010-11-09"
9883,07727192243;1300,74967381198;1613,77056086807;24984,9506840472;"Forecast";"2010-11-10"
9325,27424171813;884,148222572913;169,625058278449;22538,8160437647;"Forecast";"2010-11-11"
10720,5560312371;1090,19372803563;691,74525741899;24810,9178898161;"Forecast";"2010-11-12"
11842,7159674279;2364,06411224389;1324,7389122391;30081,8269740697;"Forecast";"2010-11-13"
9991,28752806639;2628,95081915191;2023,2646563585;30445,4844613928;"Forecast";"2010-11-14"
10230,9595204618;1049,19375973057;406,490631501229;24711,7952666643;"Forecast";"2010-11-15"
10847,6200904973;1174,01935752371;1378,61513186046;27560,2825337084;"Forecast";"2010-11-16"
10995,0312793219;1621,64431760176;1826,00215905995;28414,9462282077;"Forecast";"2010-11-17"
10555,1070525367;1215,83559825626;403,975878063513;26261,5852694642;"Forecast";"2010-11-18"
12048,4439501337;1427,34225965503;941,407625929943;28769,4038417095;"Forecast";"2010-11-19"
13246,7678488795;2701,21228412869;1582,6589511867;34213,5493872698;"Forecast";"2010-11-20"
11448,0606812921;2960,62861751786;2282,32056204551;34684,0016333186;"Forecast";"2010-11-21"
11716,0157571831;1370,04378305089;659,67159541484;28988,267931231;"Forecast";"2010-11-22"
12336,1072964016;1478,91457346496;1619,19626356604;31805,0995107756;"Forecast";"2010-11-23"
12462,2751634395;1905,7995572927;2047,71088317768;32559,3698935566;"Forecast";"2010-11-24"
11977,1974248467;1474,9100672803;601,145508765291;30239,3742920612;"Forecast";"2010-11-25"
13402,8000058174;1657,53060406976;1109,11416970159;32518,3711856987;"Forecast";"2010-11-26"
